	level_0	Unnamed: 0	index	sentence	label
1539	1697	1697	1879	How often are quadruplets born ?	5
1540	1699	1699	1881	How many presidents have died on the 4th of July ?	5
1541	1700	1700	1882	What three colors are on the French flag ?	2
1542	1701	1701	1883	What 's the mystery of the Bermuda Triangle ?	1
1543	1702	1702	1885	What does CNN stand for ?	0
1544	1703	1703	1886	What is a person called that likes fire ?	3
1545	1704	1704	1887	Who portrayed Vincent Van Gogh in Lust for Life ?	3
1546	1706	1706	1889	What is a reliable site that I can download Heretic 2 ?	4
1547	1707	1707	1890	What is a neurosurgeon ?	1
1548	1708	1708	1892	What are amaretto biscuits ?	1
1549	1709	1709	1893	What common ailment can 't you catch at the North Pole ?	2
1550	1710	1710	1894	What season begins with the vernal equinox ?	5
1551	1711	1711	1895	Who was known as the Time Master in comic books ?	3
1552	1712	1712	1896	What was the name of Roy Rogers 's dog ?	2
1553	1713	1713	1897	What TV series changed the names to protect the innocent ?	2
1554	1714	1714	1898	Where did cable cars first roll down Clay Street in 1873 ?	4
1555	1715	1715	1900	How do I give a good massage ?	1
1556	1716	1716	1901	Who is the father of the computer ?	3
1557	1717	1717	1902	What is the origin of `` jiggy '' as in getting jiggy with it ?	1
1558	1718	1718	1904	What is the definition of cosmology ?	1
1559	1719	1719	1905	What is the name of the dog on the Cracker Jack box ?	2
1560	1720	1720	1907	What William Styron book is about a black preacher who leads a slave revolt ?	2
1561	1721	1721	1908	What is the chemical symbol for nitrogen ?	2
1562	1722	1722	1909	Who said : `` Old soldiers never die ; they just fade away '' ?	3
1563	1723	1723	1910	What National League baseball team employed 72 third baseemen in its first 2 seasons ?	3
1564	1724	1724	1911	What are snowballs to a hot-rodder ?	1
1565	1725	1725	1912	How long were Tyrannosaurus Rex 's teeth ?	5
1566	1726	1726	1913	What is the origin of the word Ozymandias ?	1
1567	1727	1727	1914	Who 's the only man to have won the Olympic decathlon twice ?	3
1568	1729	1729	1916	Why do men snore ?	1
1569	1731	1731	1919	What four U.S. states have active volcanoes ?	4
1570	1732	1732	1920	What 's the setting of John Le Carre 's A Small Town in Germany ?	1
1571	1733	1733	1922	What is the secret of the universe ?	1
1572	1735	1735	1924	What major Victorian novelist spent as much time working for the post office as he did writing ?	3
1573	1737	1737	1929	What is glass made of ?	2
1574	1738	1738	1930	How did Lee Harvey Oswald purchase his rifle ?	1
1575	1739	1739	1931	How do I sing like Elvis Presley ?	1
1576	1740	1740	1932	What are the biggest Indian airports ?	4
1577	1741	1741	1933	What is the folklore story regarding birds ' nests and birds in Christmas trees ?	2
1578	1742	1742	1934	What are the world 's three largest oceans , in order of size ?	4
1579	1743	1743	1937	What do the French call La Manche ?	2
1580	1744	1744	1939	How do you clean up a cache ?	1
1581	1745	1745	1940	What was the name of Aristotle Onassis 's yacht ?	2
1582	1746	1746	1941	What is a fear of being dirty ?	2
1583	1747	1747	1942	What animal occurs in Spielberg 's `` Jaws '' ?	2
1584	1748	1748	1943	What 's the Red Planet ?	1
1585	1749	1749	1944	The Shea & Gould law firm had an office in L.A. for how many years ?	5
1586	1751	1751	1946	How long does it take the typical American to eat 23 quarts of ice cream ?	5
1587	1752	1752	1948	What kind of tree graces Lebanon 's flag ?	2
1588	1753	1753	1950	What are the various ways in which one can measure IT User Satisfaction Level ?	2
1589	1754	1754	1951	What city is sometimes called The Athens of Switzerland ?	4
1590	1755	1755	1952	Where did bocci originate ?	4
1591	1756	1756	1953	How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .	1
1592	1757	1757	1954	What are the Valdez Principles ?	1
1593	1759	1759	1956	How do you write MLA style bibliographies for an Internet source ?	1
1594	1761	1761	1958	What is the origin of the word assassinate ?	1
1595	1762	1762	1959	Where can I find information about Bob Barr , representative from Georgia ?	4
1596	1763	1763	1962	What does the policeman become in the Canadian edition of Monopoly ?	2
1597	1764	1764	1963	How many electoral votes does it take to win presidency ?	5
1598	1765	1765	1964	What is digitalis ?	1
1599	1766	1766	1965	What kind of flowers does detective Nero Wolfe raise ?	2
1600	1767	1767	1966	What was paper made of in the late 16th century ?	2
1601	1768	1768	1967	Who was William Henry Harrison ?	3
1602	1769	1769	1968	What was the outcome of the 1945 Yalta Conference ?	1
1603	1770	1770	1969	What is `` flintknapping '' ?	1
1604	1772	1772	1971	What were the cities of Dickens 's A Tale of Two Cities ?	4
1605	1774	1774	1973	In what year was the movie the Ten Commandments released ?	5
1606	1775	1775	1974	What is the fastest fish in the world ?	2
1607	1776	1776	1975	What color are the castellated walls of the Kremlin ?	2
1608	1777	1777	1976	What is celebrated during the week of February 21-27 ?	2
1609	1778	1778	1977	What is damage to business and government caused by bureaucracy ?	2
1610	1779	1779	1978	What countries have the best math students ?	4
1611	1780	1780	1979	When was the De Beers company founded ?	5
1612	1781	1781	1980	What was a California prayer book to an Old West gambler ?	2
1613	1783	1783	1982	What 's another name for aspartame ?	2
1614	1784	1784	1983	What did John F. Kennedy consider his greatest blunder in office ?	1
1615	1785	1785	1984	What 's the abbreviation for trinitrotoluene ?	0
1616	1786	1786	1985	What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?	2
1617	1787	1787	1987	What is IOC an abbreviation of ?	0
1618	1788	1788	1988	What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	1
1619	1789	1789	1989	Which two products use a tiger as their symbol ?	2
1620	1790	1790	1990	Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?	4
1621	1792	1792	1992	How much folic acid should an expectant mother get daily ?	5
1622	1793	1793	1993	What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?	3
1623	1794	1794	1994	What disease does Katharine Hepburn have that makes her voice shake ?	2
1624	1795	1795	1995	What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?	1
1625	1796	1796	1996	How much caffeine is in a 16 oz cup of coffee ?	5
1626	1797	1797	1997	What is the name of the art of growing miniature trees ?	2
1627	1798	1798	1998	What two countries in South America are landlocked ?	4
1628	1800	1800	2000	Why do magnets attract ?	1
1629	1802	1802	2002	What is the meaning of thalassemia ?	1
1630	1804	1804	2004	How do I impress a guy ?	1
1631	1805	1805	2005	What does the method called `` cold fusion '' create ?	2
1632	1806	1806	2006	When did Princess Diana and Prince Charles get married ?	5
1633	1807	1807	2007	What determines the value of the pearl ?	2
1634	1808	1808	2009	What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?	2
1635	1809	1809	2011	What are emblazoned on the Jolly Roger ?	2
1636	1810	1810	2012	The Orange Bowl is in what city ?	4
1637	1811	1811	2013	What are the alveoli ?	1
1638	1812	1812	2014	What comedian was born Allen Stewart Konigsberg ?	3
1639	1813	1813	2015	How many Leos have been Pope ?	5
1640	1815	1815	2017	What TV series featured Neal , a martini-drinking St. Bernard ?	2
1641	1816	1816	2018	What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?	2
1642	1817	1817	2019	How many fiddlers did Old King Cole have ?	5
1643	1818	1818	2020	What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?	3
1644	1819	1819	2021	What is ethylene ?	1
1645	1820	1820	2022	What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?	2
1646	1821	1821	2023	What is a fear of clouds ?	2
1647	1822	1822	2024	What is the music used in the new VW Beetle commercial where the car spins and changes colors ?	2
1648	1823	1823	2025	What is a fear of pregnancy ?	2
1649	1824	1824	2026	What is the population in India ?	5
1650	1825	1825	2029	Why is Microsoft 's Windows 3 software so successful ?	1
1651	1826	1826	2030	Who runs Andy Capp 's favorite pub ?	3
1652	1827	1827	2031	What state produces the best lobster to eat ?	4
1653	1828	1828	2032	How many times a day does the typical person go to the bathroom ?	5
1654	1829	1829	2033	What bowl game began as an East-West contest between Michigan and Stanford in 192 ?	2
1655	1830	1830	2035	What is deadrise , nautical , ?	1
1656	1831	1831	2036	What 's the official language of Algeria ?	2
1657	1832	1832	2037	What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?	2
1658	1833	1833	2038	What six words follow the line : `` From a jack to a king.. . '' ?	2
1659	1834	1834	2039	How do I find a city if I have the area code ?	1
1660	1835	1835	2040	What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?	3
1661	1836	1836	2041	What foods contain the most protein ?	2
1662	1837	1837	2042	What President was assassinated by Charles J. Guiteau ?	3
1663	1838	1838	2043	What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?	3
1664	1839	1839	2044	How many feet long is a baseball pitcher 's rubber ?	5
1665	1840	1840	2045	What was the nationality of Jackson Pollock ?	4
1666	1841	1841	2046	Who invented the game bowling ?	3
1667	1842	1842	2047	What are the snakes of New England ?	2
1668	1843	1843	2048	How many times larger than life size is the Statue of Liberty ?	5
1669	1844	1844	2049	What is the name of the country which Hitler ruled ?	4
1670	1845	1845	2050	What group kidnaped Patricia Hearst ?	3
1671	1846	1846	2051	How long does a human live ?	5
1672	1847	1847	2052	Where can I get U.S. economic statistics ?	4
1673	1850	1850	2055	What is a gandy dancer ?	1
1674	1851	1851	2056	Who is the creator of `` The Muppets '' ?	3
1675	1852	1852	2057	Which of the following celebrities started his show-biz career as a disc jockey ?	3
1676	1853	1853	2058	What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?	2
1677	1854	1854	2059	What 's a perfect score in a gymnastics exercise ?	5
1678	1856	1856	2061	What 's the capital of Iowa ?	4
1679	1857	1857	2063	What 's the rathaus in Frankfurt ?	1
1680	1858	1858	2064	What President served for five years , six months and 2 days ?	3
1681	1859	1859	2067	What is the abbreviated form of the National Bureau of Investigation ?	0
1682	1860	1860	2068	What is a fear of odors , body , ?	2
1683	1861	1861	2069	What is the formula to calculate pi ?	2
1684	1862	1862	2070	What is the difference between a bachelor and a 1 bedroom apartment ?	1
1685	1863	1863	2071	What is Drew Barrymore 's middle name ?	3
1686	1864	1864	2072	How do you write a book report ?	1
1687	1865	1865	2073	What are Cobol , Fortran , and Pascal ?	1
1688	1866	1866	2074	What is Supergirl 's secret identity ?	3
1689	1867	1867	2075	What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?	4
1690	1868	1868	2077	Who made the first surfboard ?	3
1691	1869	1869	2078	What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?	3
1692	1871	1871	2080	What are the highest-paying odds on a roulette table ?	5
1693	1872	1872	2082	How many films did Ingmar Bergman make ?	5
1694	1873	1873	2083	What does a deltiologist collect ?	2
1695	1874	1874	2084	What is Garry Kasparov famous for ?	1
1696	1875	1875	2086	Who is the Greek God of the Sea ?	3
1697	1876	1876	2087	What well-known music personality is the father of an adopted son named Hans Christian Henderson ?	3
1698	1877	1877	2088	How do you measure the heat of the sun ?	1
1699	1878	1878	2089	Why do some people have two different color eyes ?	1
1700	1879	1879	2090	Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?	2
1701	1880	1880	2091	When was the first Barbie produced ?	5
1702	1881	1881	2092	What 's the hardest substance in the human body ?	2
1703	1882	1882	2093	Who was the first woman governor of Wyoming ?	3
1704	1883	1883	2094	How many more weeks of winter are there if a ground hog sees his shadow ?	5
1705	1884	1884	2095	What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?	3
1706	1885	1885	2096	How do birds find their way back to the same place every year ?	1
1707	1886	1886	2097	Where is the Henry Ford Museum ?	4
1708	1887	1887	2098	Name a film that has won the Golden Bear in the Berlin Film Festival ?	2
1709	1888	1888	2099	What 's the International Lawn Tennis Challenge Trophy usually called ?	2
1710	1889	1889	2100	What year did nylon stockings first go on sale ?	5
1711	1890	1890	2102	On which flight did Fawaz Younis commit air piracy and hostage taking ?	2
1712	1891	1891	2103	What are the 10 largest cities in the US ?	4
1713	1892	1892	2104	What is a wart ?	1
1714	1893	1893	2105	What is spaceball played on ?	1
1715	1894	1894	2106	How does rabies spread ?	1
1716	1895	1895	2107	What famous comedian recently tried without success to revive the play ?	3
1717	1896	1896	2108	What is Drew Barrymore 's email address ?	4
1718	1897	1897	2109	How can you tell if someone is lying ?	1
1719	1898	1898	2110	What is the difference between a preface and a foreword ?	1
1720	1899	1899	2111	What are fingernails made of ?	2
1721	1900	1900	2112	What nationality were the 123 people who died in the Black Hole of Calcutta ?	4
1722	1901	1901	2113	What does storm wave mean in Japanese ?	1
1723	1902	1902	2114	Why do they sterilize the needle for lethal injection ?	1
1724	1903	1903	2115	What TV family sometimes buys eclairs from Nelson 's Bakery ?	3
1725	1904	1904	2117	How does a small businessman contact the Good Humor Ice Cream company to do business with them ?	1
1726	1905	1905	2118	What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?	3
1727	1906	1906	2119	Who was Charles Lindbergh 's wife ?	3
1728	1907	1907	2120	Who sings Angel Eyes from the 80 's ?	3
1729	1908	1908	2121	When did the Jurassic Period end ?	5
