	og_sentence	label	aug_sentence
1026	What is the best Internet business to go into ?	3	Which Internet business is considered the most favorable to venture into?
1027	What does Venus Retrograde mean ?	1	What is the significance of Venus Retrograde?
1028	Who is known as `` the world 's oldest teenager '' ?	3	"Who is famously referred to as ""the world's oldest teenager""?"
1029	What does Las Vegas mean ?	1	What is the meaning of Las Vegas?
1030	What does the word `` meta '' mean ?	1	"How would you define the term ""meta""?"
1031	What keeps clouds in the air ?	2	What is responsible for keeping clouds suspended in the atmosphere?
1032	What 's the term for any four-sided figure ?	2	What is the proper term for a quadrilateral with four sides?
1033	Ray Charles plays which instrument ?	2	Which musical instrument does Ray Charles play?
1034	What building appropriately enough is depicted on the back of the 1-dollar bill ?	4	Which building is appropriately depicted on the reverse side of the one-dollar bill?
1035	What is graduate school ?	1	How would you define graduate school?
1036	What is the difference between New York-style and Chicago-style pizza ?	1	What are the distinctions between New York-style and Chicago-style pizza?
1037	What baseball team owner and sailor is known as The Mouth of the South ?	3	"Who is the outspoken baseball team owner and sailor known as ""The Mouth of the South""?"
1038	What type of betting is used in horse racing ?	2	What form of wagering is commonly used in horse racing?
1039	What kind of hat does Bat Masterson wear ?	2	What type of hat does Bat Masterson typically wear?
1040	What does the abbreviation cwt. ?	0	"What does the abbreviation ""cwt."" stand for?"
1041	In what deodorant commercial did tenants have adjoining medicine cabinets ?	2	Which deodorant commercial featured tenants with adjacent medicine cabinets?
1042	Where is Rider College located ?	4	What is the location of Rider College?
1043	Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?	3	"Who encouraged listeners to ""see the U.S.A. in your Chevrolet""?"
1044	Where can I find full written draft of CTBT ?	4	Where can I locate a complete written draft of the CTBT?
1045	How many horses died during the civil war ?	5	During the Civil War, what was the number of horses that perished?
1046	How much waste does an average dairy cow produce in a day ?	5	On average, how much waste does a dairy cow generate in a single day?
1047	What woman has carried the most multiple births , twins , triplets , etc. , ?	3	Who holds the record for the highest number of multiple births, including twins and triplets?
1048	How many minutes were there on the original GE College Bowl clock ?	5	How many minutes were originally displayed on the clock used in GE College Bowl?
1049	What is the average time it takes for a male to ejaculate ?	5	What is the average duration for male ejaculation?
1050	Where are 8 of the 10 highest mountains in the world ?	4	In which geographical area can you find eight out of the top ten highest mountains in the world?
1051	Where can I look at a perpetual calendar ?	4	Where can I find a perpetual calendar for reference?
1052	How many astronauts have been on the moon ?	5	What is the total count of astronauts who have set foot on the moon?
1053	What is the only substance that gives food its `` taste '' when eaten ?	2	"Which specific substance is responsible for imparting ""taste"" to food when consumed?"
1054	What is pandoro ?	1	Can you provide a description of pandoro?
1055	What do the letters ZIP stand for in the phrase `` ZIP code '' ?	0	"What is the expanded form of the acronym ""ZIP"" in the term ""ZIP code""?"
1056	Which Bourbon king was restored to the French throne during Napoleon 's abdication ?	3	During Napoleon's abdication, which Bourbon king was reinstated to the French throne?
1057	What is one of the cities that the University of Minnesota is located in ?	4	Name one of the cities where the University of Minnesota is situated.
1058	What are the words to `` My Way '' written by Paul Anka ?	1	"Could you provide the lyrics to ""My Way"" written by Paul Anka?"
1059	How do I install a tile floor ?	1	What are the steps involved in installing a tile floor?
1060	What is the quickest and easiest way to get nail polish out of clothes ?	2	What is the most efficient and effortless method to remove nail polish from clothing?
1061	Why was the zipper invented ?	1	What was the primary purpose behind the invention of the zipper?
1062	What 's the No. 1 killer in industrialized countries ?	2	Which factor claims the highest number of lives in industrialized countries?
1063	Name four famous cartoon cats .	2	Can you mention four well-known cartoon feline characters?
1064	What daughter of Henry VIII and Anne Boleyn became queen of England ?	3	Which daughter of Henry VIII and Anne Boleyn ascended to the throne of England?
1065	How did ` stat ' come to be used as an expression for quickly ?	1	"How did the term ""stat"" come to be utilized as an expression for speed or quickness?"
1066	What 's the most common nickname of U.S. college football teams ?	3	What is the most commonly used nickname among U.S. college football teams?
1067	What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?	1	What notable distinction is associated with U.S. Supreme Court Justice Thurgood Marshall?
1068	What is the most useful site on the Internet ?	4	Which website is widely regarded as the most valuable and practical on the Internet?
1069	What was a Mae West on a World War II battleship ?	1	What was the role or function of a Mae West on a battleship during World War II?
1070	Define cosmology .	1	How would you define the field of cosmology?
1071	What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?	3	Which female comedian drew more attention than Dwight D. Eisenhower's first inauguration by giving birth to her first child?
1072	What are amicable numbers ?	1	Can you explain the concept of amicable numbers?
1073	When were the Olympic Games in which Nadia Comaneci became popular played ?	5	During which Olympic Games did Nadia Comaneci gain widespread popularity?
1074	Where is Hearst Castle , built by publisher William Randolph Hearst ?	4	In which location can Hearst Castle, constructed by publisher William Randolph Hearst, be found?
1075	What 's the largest U.S. city on the Great Lakes ?	4	Which major city in the United States is situated on the Great Lakes?
1076	Who sang about Desmond and Molly Jones ?	3	Who performed a song referencing Desmond and Molly Jones?
1077	What magazine gives us the cream , not the skim ?	2	Which magazine provides us with the best quality and most valuable content?
1078	What does the technique called `` cold fusion '' produce ?	2	"What does the scientific method known as ""cold fusion"" generate or produce?"
1079	What costume designer decided that Michael Jackson should only wear one glove ?	3	Which costume designer made the decision for Michael Jackson to exclusively wear a single glove?
1080	What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?	2	"In what poetic meter did Shakespeare write the famous line: ""To be, or not to be, that is the question...""?"
1081	How many rows of sprocket holes does a roll of 35-millimeter film have ?	5	What is the count of rows of sprocket holes on a roll of 35-millimeter film?
1082	What is the goat population of the world ?	5	What is the global goat population?
1083	What company was the original sponsor of TV 's Superman ?	3	Which company initially sponsored the television series Superman?
1084	What term does a Czech use to describe a Pole ?	2	What term does a Czech individual use to refer to a person from Poland?
